director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
Sam Peckinpah,Comedy Drama Romance Western,Slim Pickens,Jason Robards,L.Q. Jones,The Ballad of Cable Hogue
Richard Brooks,Biography Crime Drama History,John Forsythe,Robert Blake,Will Geer,In Cold Blood
Fred Zinnemann,Drama,Colleen Dewhurst,Peter Finch,Beatrice Straight,The Nun's Story
Jack Smight,Action Crime Drama Mystery Thriller,Janet Leigh,Robert Wagner,Shelley Winters,Harper
Alfred Hitchcock,Thriller,Bernard Cribbins,Jean Marsh,Clive Swift,Frenzy
Robert Eggers,Horror Mystery,Julian Richings,Kate Dickie,Ralph Ineson,The Witch
Michael Martin,Comedy,Joe Estevez,Master P,Anthony Johnson,I Got the Hook Up
Edward Burns,Comedy Drama Romance,John Mahoney,Frank Vincent,Michael McGlone,She's the One
Bill Condon,Biography Drama,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Gods and Monsters
Juan José Campanella,Drama Mystery Thriller,Ricardo Darín,Soledad Villamil,Guillermo Francella,The Secret in Their Eyes
George A. Romero,Horror,Greg Nicotero,John Amplas,Joseph Pilato,Day of the Dead
Gideon Raff,Horror Thriller,Gideon Emery,Gloria Votsis,Derek Magyar,Train
Sam Raimi,Comedy Fantasy Horror Thriller,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Evil Dead II
Louis C.K.,Action Adventure Comedy Musical,Wanda Sykes,J.B. Smoove,Robert Vaughn,Pootie Tang
Anthony C. Ferrante,Horror,Ian Ziering,John Heard,Cassandra Scerbo,Sharknado
Salvador Carrasco,Drama History,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,La otra conquista
André Øvredal,Comedy Drama Fantasy Horror,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Trollhunter
Robert Cary,Comedy Romance,Frances Conroy,Fred Willard,Kevin Sussman,Ira & Abby
Akiva Schaffer,Action Comedy Sci-Fi,Will Forte,Nicholas Braun,Rosemarie DeWitt,The Watch
Adam Rapp,Comedy Drama,Zooey Deschanel,Will Ferrell,Dallas Roberts,Winter Passing
Angela Robinson,Action Comedy Romance,Jordana Brewster,Geoff Stults,Scoot McNairy,D.E.B.S.
Warren P. Sonoda,Action Biography Crime Drama Family Fantasy,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,The Masked Saint
Amanda Gusack,Crime Drama Mystery Thriller,Alice Krige,Christian Campbell,Blaine Anderson,The Betrayed
Avi Nesher,Action Comedy Crime Thriller,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Taxman
Not Available,Drama Thriller,James Nesbitt,Ash Cook,Genevieve O'Reilly,The Secret
Charles Adelman,Horror Thriller,Teri Polo,Kevin Pollak,Jere Burns,2:13
Jay Oliva,Action Animation Crime Sci-Fi Thriller,Michael Emerson,Mark Valley,Grey Griffin,"Batman: The Dark Knight Returns, Part 2"
Charles Ferguson,Documentary,Jane Goodall,Jerry Brown,Peter Agnefjall,Time to Choose
Uwe Boll,Action Adventure Fantasy Thriller,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,In the Name of the King: The Last Job
Mark Young,Action Crime Drama Thriller,Alexa PenaVega,Jake Busey,Lew Temple,Wicked Blood
Daniel Petrie Jr.,Drama Thriller,Chris Brochu,Jeff Fahey,Rita Wilson,Dawn Patrol
Antonio Simoncini,Crime Mystery Thriller,Ray Winstone,Joe Egan,Glen Murphy,Lords of London
Mel Brooks,Comedy,Madeline Kahn,Harvey Korman,Dick Van Patten,High Anxiety
Luc Jacquet,Documentary,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,March of the Penguins
J.C. Chandor,Biography Drama Thriller,Kevin Spacey,Demi Moore,Ashley Williams,Margin Call
Eldar Rapaport,Drama Romance,Murray Bartlett,Adrian Gonzalez,Edward Conna,August
Clark Gregg,Comedy Drama,Anjelica Huston,Matt Gerald,Jonah Bobo,Choke
Damien Chazelle,Drama Music,J.K. Simmons,Melissa Benoist,Chris Mulkey,Whiplash
Fernando Meirelles,Crime Drama,Alice Braga,Seu Jorge,Alexandre Rodrigues,City of God
Justin Kerrigan,Comedy Music,Danny Dyer,John Simm,Shaun Parkes,Human Traffic
Nathan Frankowski,Biography Drama Music,Corbin Bleu,Rus Blackwell,Luis Antonio,Day One
Karen Moncrieff,Crime Drama Mystery,James Franco,Bruce Davison,Piper Laurie,The Dead Girl
Thomas Vinterberg,Drama,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,The Hunt
Bob Clark,Comedy Family,Zack Ward,Darren McGavin,Scott Schwartz,A Christmas Story
Alejandro Monteverde,Drama Romance,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,Bella
Mark L. Lester,Action Crime Drama Thriller,Roddy McDowall,Perry King,Timothy Van Patten,Class of 1984
Jennifer Finnigan,Comedy,Geoff Stults,Kenan Thompson,Josh Hopkins,The Opposite Sex
Eric Styles,Drama Romance,Samantha Morton,Rupert Graves,Miriam Margolyes,Dreaming of Joseph Lees
Laurent Cantet,Drama,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,The Class
Roman Polanski,Drama Horror,John Cassavetes,Mia Farrow,Charles Grodin,Rosemary's Baby
John Ford,Drama Western,Lee Marvin,Woody Strode,Vera Miles,The Man Who Shot Liberty Valance
Max Mayer,Drama Romance,Peter Gallagher,Terry Walters,Amy Irving,Adam
Joshua Marston,Crime Drama,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Maria Full of Grace
Mike Mills,Comedy Drama Romance,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,Beginners
John Gulager,Action Comedy Horror Thriller,Krista Allen,Eric Dane,Henry Rollins,Feast
John Landis,Comedy,John Belushi,Karen Allen,Tim Matheson,Animal House
Guy Hamilton,Action Adventure Thriller,Honor Blackman,Gert Fröbe,Lois Maxwell,Goldfinger
Brandon Cronenberg,Horror Sci-Fi Thriller,Sarah Gadon,Douglas Smith,Caleb Landry Jones,Antiviral
Frank Capra,Drama Family Fantasy Romance,Donna Reed,Lionel Barrymore,Thomas Mitchell,It's a Wonderful Life
Danny Boyle,Drama,Kelly Macdonald,Shirley Henderson,Ewen Bremner,Trainspotting
Spike Lee,Comedy Documentary,Bernie Mac,Cedric the Entertainer,Steve Harvey,The Original Kings of Comedy
Tod Williams,Horror,Sprague Grayden,Molly Ephraim,Micah Sloat,Paranormal Activity 2
Kirk Jones,Comedy,James Nesbitt,David Kelly,Fionnula Flanagan,Waking Ned Devine
Michael Moore,Crime Documentary Drama,Michael Moore,Dick Clark,Bill Clinton,Bowling for Columbine
Yimou Zhang,Drama,Li Gong,Daoming Chen,Ni Yan,Coming Home
Jack Sholder,Fantasy Horror,Clu Gulager,Robert Rusler,Marshall Bell,A Nightmare on Elm Street 2: Freddy's Revenge
James Ivory,Drama Romance,Julian Sands,Rupert Graves,Denholm Elliott,A Room with a View
James DeMonaco,Horror Sci-Fi Thriller,Rhys Wakefield,Adelaide Kane,Chris Mulkey,The Purge
Scott Derrickson,Horror Mystery,Danielle Kotch,Victoria Leigh,James Ransone,Sinister
David Raynr,Biography Comedy Documentary,Nancy O'Dell,Mikki Padilla,Dayna Devon,Martin Lawrence Live: Runteldat
Richard Brooks,Drama Romance,Burl Ives,Judith Anderson,Jack Carson,Cat on a Hot Tin Roof
Ted Post,Action Adventure Sci-Fi,Linda Harrison,Gregory Sierra,Victor Buono,Beneath the Planet of the Apes
Charles Martin Smith,Comedy Drama Family Sport,Kevin Zegers,Bill Cobbs,Michael Jeter,Air Bud
Kunihiko Yuyama,Action Adventure Animation Family Fantasy Sci-Fi,Veronica Taylor,Eric Stuart,Lisa Ortiz,Pokémon 3: The Movie
Tom McLoughlin,Horror Thriller,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,Jason Lives: Friday the 13th Part VI
David Lean,Adventure Drama War,William Holden,Sessue Hayakawa,Jack Hawkins,The Bridge on the River Kwai
Patrick Read Johnson,Adventure Comedy Sci-Fi,Ariana Richards,Royal Dano,Tonya Lee Williams,Spaced Invaders
Alfred Hitchcock,Comedy Thriller,Ed Lauter,Bruce Dern,William Devane,Family Plot
Billy Wilder,Comedy Drama Romance,Fred MacMurray,Ray Walston,David White,The Apartment
Adam Marcus,Fantasy Horror Thriller,Kane Hodder,Leslie Jordan,Erin Gray,Jason Goes to Hell: The Final Friday
Alfred Hitchcock,Thriller,Tamara Toumanova,Lila Kedrova,David Opatoshu,Torn Curtain
Michel Gondry,Comedy Documentary Music,Common,Dave Chappelle,Lauryn Hill,Dave Chappelle's Block Party
John Maclean,Western,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,Slow West
Michael Schultz,Comedy Drama Music,Blair Underwood,LisaGay Hamilton,Bobby Brown,Krush Groove
Benny Boom,Action Comedy Crime,Omari Hardwick,Donald Faison,Mike Epps,Next Day Air
Richard Brooks,Drama,Shirley Jones,Jean Simmons,Edward Andrews,Elmer Gantry
Stanley Kramer,Drama War,Maximilian Schell,Montgomery Clift,Spencer Tracy,Judgment at Nuremberg
David Raynr,Comedy,Donald Faison,Deon Richmond,Countess Vaughn,Trippin'
Not Available,Animation Comedy,Matthew Senreich,Seth Green,Breckin Meyer,Robot Chicken
Howard Hawks,Action Adventure Romance Western,Montgomery Clift,Walter Brennan,Harry Carey Jr.,Red River
Nnegest Likké,Comedy,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,Phat Girlz
Richard Linklater,Drama Romance,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,Before Midnight
Christopher Leitch,Comedy Fantasy,John Astin,Robert Neary,Kim Darby,Teen Wolf Too
Don Coscarelli,Action Fantasy Horror Sci-Fi Thriller,Angus Scrimm,A. Michael Baldwin,James Le Gros,Phantasm II
Michael Schultz,Drama,Loretta Devine,Kimberly Elise,Clifton Powell,Woman Thou Art Loosed
Patricia Cardoso,Comedy Drama,America Ferrera,Lupe Ontiveros,George Lopez,Real Women Have Curves
Not Available,Drama War,Rachel Griffiths,Jessica De Gouw,Luke Ford,Deadline Gallipoli
Deepa Mehta,Drama Romance,John Abraham,Lisa Ray,Seema Biswas,Water
Damien O'Donnell,Comedy Drama,Archie Panjabi,Jimi Mistry,Om Puri,East Is East
Peter M. Cohen,Comedy Romance,Callie Thorne,Brian Van Holt,David Heyman,Whipped
Mira Nair,Crime Drama History Romance,Indira Varma,Sarita Choudhury,Rekha,Kama Sutra: A Tale of Love
Nicole Holofcener,Comedy Drama,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,Please Give
Mel Stuart,Family Fantasy Musical,Peter Ostrum,Jack Albertson,Julie Dawn Cole,Willy Wonka & the Chocolate Factory
Anthony Hickox,Fantasy Horror,Julian Sands,Zach Galligan,Paula Marshall,Warlock: The Armageddon
Tom Schulman,Comedy Crime,Kristy Swanson,George Hamilton,Dyan Cannon,8 Heads in a Duffel Bag
Terrence Malick,Drama Romance,Sam Shepard,Stuart Margolin,Richard Libertini,Days of Heaven
Jill Sprecher,Drama,Matthew McConaughey,Rob McElhenney,Amy Irving,Thirteen Conversations About One Thing
Darren Stein,Comedy Crime Thriller,Julie Benz,Judy Greer,Jeff Conaway,Jawbreaker
Julian Schnabel,Biography Drama,Gary Oldman,Michael Wincott,Courtney Love,Basquiat
Noah Baumbach,Comedy Drama Romance,Greta Gerwig,Grace Gummer,Vanessa Ray,Frances Ha
Gavin Hood,Crime Drama,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,Tsotsi
Todd Solondz,Comedy Drama,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,Happiness
George Gallo,Comedy Documentary,Eddie Griffin,Joe Howard,Robert Noble,DysFunktional Family
Kevin Smith,Comedy Drama Horror,Johnny Depp,Haley Joel Osment,Michael Parks,Tusk
Chan-wook Park,Drama Mystery Thriller,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Oldboy
David Nixon,Drama Family,Robyn Lively,Michael Bolten,Christopher Schmidt,Letters to God
Jason Eisener,Action Comedy Thriller,Gregory Smith,Robb Wells,Molly Dunsworth,Hobo with a Shotgun
Enrique Begne,Action Comedy,Kevin Pollak,Héctor Jiménez,Erick Elias,Compadres
Matthew Bright,Comedy Crime Drama Thriller,Bokeem Woodbine,Dan Hedaya,Robert Peters,Freeway
Michael Landon Jr.,Drama Family Western,William Morgan Sheppard,Kevin Gage,Brianna Brown,Love's Abiding Joy
Andrea Arnold,Drama,Michael Fassbender,Harry Treadaway,Jason Maza,Fish Tank
Whit Stillman,Comedy Drama Romance,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,Damsels in Distress
Not Available,Horror Sci-Fi Thriller,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,Creature
Leslye Headland,Comedy Romance,Kirsten Dunst,Adam Scott,Andrew Rannells,Bachelorette
Not Available,Comedy Drama Horror Sci-Fi Thriller,Danny Pino,Megan Hilty,Zach Grenier,BrainDead
Bobby Roth,Drama Family Music,Virginia Madsen,Aaron Ashmore,Lindsey Haun,Brave New Girl
Tim Heidecker,Comedy,Michael Gross,William Atherton,Bob Ross,Tim and Eric's Billion Dollar Movie
Rupert Wyatt,Crime Drama Thriller,George Kennedy,Cjon Saulsberry,Griffin Cleveland,The Gambler
Not Available,Drama,Susan Hampshire,Amanda Mealing,Tim Healy,The Grand
Marco Kreuzpaintner,Comedy Drama Romance Sport,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,Summer Storm
Kate Connor,Drama History War,Johnny Pacar,Eric Stoltz,Brendan Fehr,Fort McCoy
Deon Taylor,Horror Thriller,Matt Cohen,Betsy Russell,Noah Segan,Chain Letter
Jason Alexander,Comedy Drama,Gretchen Mol,Patti LuPone,Peter Onorati,Just Looking
Xavier Gens,Drama Sci-Fi Thriller,Michael Biehn,Lauren German,Rosanna Arquette,The Divide
Conor McPherson,Drama Horror Romance,Aidan Quinn,Iben Hjejle,Jim Norton,The Eclipse
Will Canon,Horror Thriller,Frank Grillo,Scott Mechlowicz,Aaron Yoo,Demonic
Philip Zlotorynski,Comedy,Neil Hopkins,Darren Keefe Reiher,David Douglas,My Big Fat Independent Movie
Tim Burton,Adventure Family Fantasy,Johnny Depp,Alan Rickman,Anne Hathaway,Alice in Wonderland
Lance Kawas,Comedy,Taylor Negron,Michael Rapaport,Talia Shire,The Deported
Francesca Gregorini,Drama,Tom Everett Scott,Amy Sedaris,Chris Kattan,Tanner Hall
Marcio Garcia,Action Drama Thriller,John Savage,Kristi Clainos,Emily Nelson,Open Road
David Wain,Comedy,Christopher Meloni,Amy Poehler,Jack McBrayer,They Came Together
Craig Moss,Comedy,French Stewart,Ashley Martin,Olivia Alexander,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo
Michael Jai White,Action Drama Sport,Michael Jai White,Alex Meraz,Jillian Murray,Never Back Down 2: The Beatdown
John Boorman,Crime Thriller,Lee Marvin,Angie Dickinson,Carroll O'Connor,Point Blank
Paolo Monico,Comedy,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,Four Single Fathers
Youssef Delara,Thriller,Noel Gugliemi,David Bianchi,Jason Priestley,Enter the Dangerous Mind
Darin Scott,Drama Horror Mystery Thriller,Julian Morris,Shantel VanSanten,John Robinson,Something Wicked
Christian Sesma,Thriller,Bokeem Woodbine,Brooke Newton,Brett Wagner,AWOL-72
Monte Hellman,Adventure Crime Drama,Everett McGill,Jack Taylor,Fabio Testi,Iguana
Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell,Derek Jacobi,Lily James,Cinderella
Brian Caunter,Action Adventure Crime Drama,Mike Starr,Stacy Keach,Frank Vincent,Chicago Overcoat
Chris D'Arienzo,Comedy Drama Romance,Judy Greer,Cybill Shepherd,Shea Whigham,Barry Munday
Walter Salles,Drama,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,Central Station
Frank Capra,Comedy Drama,Ann-Margret,Glenn Ford,Thomas Mitchell,Pocketful of Miracles
Isaac Florentine,Action Crime,Anthony L. Fernandez,Nick Chinlund,Scott Evans,Close Range
Susan Seidelman,Comedy Romance,Dyan Cannon,Michael Nouri,Brenda Vaccaro,Boynton Beach Club
Michael Polish,Drama Horror Mystery Thriller,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,Amnesiac
Heidi Ewing,Documentary,Greg Crowe,James Ransone,Tempestt Bledsoe,Freakonomics
Richard Donner,Fantasy Horror Mystery,Lee Remick,Patrick Troughton,Billie Whitelaw,The Omen
Alexandre Aja,Horror,Cécile De France,Maïwenn,Oana Pellea,High Tension
Leon Ford,Comedy Drama Romance Sci-Fi,Maeve Dermody,Patrick Brammall,Kelly Paterniti,Griff the Invisible
Hank Braxtan,Action Horror Thriller,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,Unnatural
Craig Brewer,Crime Drama Music,Isaac Hayes,Paula Jai Parker,Elise Neal,Hustle & Flow
Billy Wilder,Comedy Music Romance,Nehemiah Persoff,Joe E. Brown,George Raft,Some Like It Hot
John Carl Buechler,Horror,Kane Hodder,Terry Kiser,William Butler,Friday the 13th Part VII: The New Blood
Victor Fleming,Adventure Family Fantasy Musical,Margaret Hamilton,Terry,Billie Burke,The Wizard of Oz
Mel Brooks,Comedy,Madeline Kahn,Peter Boyle,Teri Garr,Young Frankenstein
George A. Romero,Horror,Megan Park,Shawn Roberts,Joe Dinicol,Diary of the Dead
Rajkumar Hirani,Comedy Drama Romance,Vidya Balan,Sanjay Dutt,Jimmy Shergill,Lage Raho Munna Bhai
Victor Nunez,Drama,Peter Fonda,Patricia Richardson,Vanessa Zima,Ulee's Gold
Carroll Ballard,Adventure Family Sport,Teri Garr,Kelly Reno,Hoyt Axton,The Black Stallion
Rohit Jugraj,Romance,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,Sardaar Ji
Thorbjørn Christoffersen,Action Adventure Animation Comedy Sci-Fi,Iben Hjejle,Frank Hvam,Casper Christensen,Journey to Saturn
John Ford,Adventure Comedy Romance,Lee Marvin,Cesar Romero,Jack Warden,Donovan's Reef
Alex van Warmerdam,Comedy Drama,Rijk de Gooyer,Ariane Schluter,Henri Garcin,The Dress
Victor Fleming,Drama Fantasy Romance War,Spencer Tracy,Esther Williams,Irene Dunne,A Guy Named Joe
Mel Brooks,Comedy Western,Madeline Kahn,David Huddleston,Harvey Korman,Blazing Saddles
Joseph Zito,Horror Thriller,Judie Aronson,Tom Everett,Kimberly Beck,Friday the 13th: The Final Chapter
Pawel Pawlikowski,Drama,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,Ida
James Ivory,Drama Romance,Rupert Graves,Denholm Elliott,Simon Callow,Maurice
Frank Sebastiano,Comedy Sport,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,Beer League
Rand Ravich,Drama Sci-Fi Thriller,Johnny Depp,Charlize Theron,Clea DuVall,The Astronaut's Wife
Stacy Peralta,Documentary History Sport,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,Riding Giants
Nacho Vigalondo,Horror Mystery Sci-Fi Thriller,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,Timecrimes
Hao Ning,Action Adventure Comedy,Jack Kao,Bo Huang,Zheng Xu,Silver Medallist
Tony Giglio,Horror Thriller,Brianna Brown,Nick Searcy,Beth Broderick,Timber Falls
Stanley Donen,Comedy Musical Romance,Rita Moreno,Debbie Reynolds,Cyd Charisse,Singin' in the Rain
Joe Cross,Documentary,Joe Cross,Joel Fuhrman,Amy Badberg,"Fat, Sick & Nearly Dead"
Michael Tiddes,Comedy Fantasy,Essence Atkins,Alanna Ubach,J.B. Smoove,A Haunted House
Dinesh D'Souza,Documentary,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,2016: Obama's America
Rob Zombie,Horror,Scout Taylor-Compton,Tyler Mane,Margot Kidder,Halloween II
Tom Hanks,Comedy Drama Music,Tom Hanks,Charlize Theron,Ethan Embry,That Thing You Do!
Tommy Lee Wallace,Horror Mystery Sci-Fi,Tom Atkins,Dan O'Herlihy,Nancy Kyes,Halloween III: Season of the Witch
Don Taylor,Action Sci-Fi,Roddy McDowall,M. Emmet Walsh,Sal Mineo,Escape from the Planet of the Apes
Martin Ritt,Drama,Patricia Neal,Melvyn Douglas,Whit Bissell,Hud
Leslie Small,Comedy Documentary,David Jason Perez,La'Princess Jackson,Dana Hanna,Kevin Hart: Let Me Explain
Gus Van Sant,Drama,Keanu Reeves,Udo Kier,Flea,My Own Private Idaho
Zach Braff,Comedy Drama Romance,Armando Riesco,Michael Weston,Jill Flint,Garden State
Richard Linklater,Drama Romance,Hanno Pöschl,Hans Weingartner,Dominik Castell,Before Sunrise
Éric Tessier,Action Drama Horror Thriller,Patrick Huard,Michel Côté,Jean Pierre Bergeron,Sur le seuil
Alison Maclean,Drama,Billy Crudup,Samantha Morton,Mark Webber,Jesus' Son
Alice Wu,Comedy Drama Romance,Joan Chen,Ato Essandoh,Jessica Hecht,Saving Face
Sarah Gavron,Drama,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,Brick Lane
Jake Schreier,Comedy Crime Drama Sci-Fi,Frank Langella,Joshua Ormond,Ana Gasteyer,Robot & Frank
Isabel Coixet,Drama Romance,Sarah Polley,Julian Richings,Amanda Plummer,My Life Without Me
James Ponsoldt,Comedy Drama Romance,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,The Spectacular Now
Randall Miller,Comedy Family Musical Romance Short,William Hurt,Elden Henson,Michael Bower,Marilyn Hotchkiss' Ballroom Dancing and Charm School
Larry Charles,Comedy Documentary War,Bill Maher,Tal Bachman,Steve Burg,Religulous
Joshua Tickell,Documentary,Larry David,Sheryl Crow,George W. Bush,Fuel
Tim Boxell,Drama,Bruce McGill,Diana Scarwid,Tom Bower,Valley of the Heart's Delight
Rawson Marshall Thurber,Comedy Sport,Gary Cole,Stephen Root,Joel David Moore,Dodgeball: A True Underdog Story
Michael D. Sellers,Comedy Drama Family,Katharine Ross,Carly Schroeder,George Harris,Eye of the Dolphin
Reed Cowan,Documentary,Dustin Lance Black,Emily Pearson,Gavin Newsom,8: The Mormon Proposition
James Dodson,Comedy Drama Romance,Larry Miller,Anupam Kher,Shriya Saran,The Other End of the Line
Stefan Ruzowitzky,Horror Thriller,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,Anatomy
Alex Rivera,Drama Romance Sci-Fi Thriller,Leonor Varela,Jacob Vargas,Tenoch Huerta,Sleep Dealer
James Gunn,Comedy Crime Drama,Linda Cardellini,Rainn Wilson,Paul T. Taylor,Super
John Murlowski,Comedy Drama Family Romance,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,Christmas Mail
Benni Diez,Comedy Horror,Clifton Collins Jr.,Cecilia Pillado,David Masterson,Stung
Danny Perez,Horror,Natasha Lyonne,Emmanuel Kabongo,Mark Webber,Antibirth
Spike Lee,Drama History,Bernie Mac,Harry Lennix,Andre Braugher,Get on the Bus
Robby Henson,Drama Horror Mystery Thriller,Marc Blucas,Max Ryan,Justine Waddell,Thr3e
Mike Judge,Adventure Comedy Sci-Fi,Anthony 'Citric' Campos,Patrick Fischler,David Herman,Idiocracy
Zackary Adler,Crime Drama,Simon Merrells,Kevin Leslie,Kris Sommerville,The Rise of the Krays
Shane Meadows,Crime Drama,Stephen Graham,Joseph Gilgun,Jack O'Connell,This Is England
Dominic Burns,Comedy Sci-Fi,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,Alien Uprising
George Sidney,Comedy Musical,Esther Williams,Basil Rathbone,Red Skelton,Bathing Beauty
Carmen Marron,Drama Musical,Jossara Jinaro,Aimee Garcia,Rene Rosado,Go for It!
Tim McCanlies,Comedy Drama Family,Ethan Embry,Michael O'Neill,Alexandra Holden,"Dancer, Texas Pop. 81"
George Sidney,Drama Family Musical Romance,Agnes Moorehead,Ava Gardner,Howard Keel,Show Boat
Mario Van Peebles,Drama,Tom Skerritt,Cinda McCain,Luke Perry,Redemption Road
Jason Stone,Thriller,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,The Calling
Jerry Rees,Adventure Animation Comedy Family Fantasy Musical,Jon Lovitz,Phil Hartman,Mindy Sterling,The Brave Little Toaster
James Algar,Animation Family Fantasy Music,Leopold Stokowski,Deems Taylor,Not Available,Fantasia
William Friedkin,Action Crime Drama Thriller,Roy Scheider,Fernando Rey,Tony Lo Bianco,The French Connection
Jaco Booyens,Drama Thriller,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez,8 Days
Steve Miner,Horror Thriller,Richard Brooker,Dana Kimmell,Catherine Parks,Friday the 13th Part III
Danny Steinmann,Horror Mystery Thriller,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,Friday the 13th: A New Beginning
Michael Landon Jr.,Drama,Henry Thomas,Louise Fletcher,A.J. Buckley,The Last Sin Eater
Jon Gunn,Drama,Alexa PenaVega,Delroy Lindo,Madison Pettis,Do You Believe?
Hayley Cloake,Thriller,Brian Austin Green,Kayla Ewell,Linden Ashby,Impact Point
Tay Garnett,Drama,Jessica Tandy,Greer Garson,Lionel Barrymore,The Valley of Decision
Shyam Madiraju,Drama Thriller,Jessica Lowndes,Ethan Peck,Brad Schmidt,Eden
Harmage Singh Kalirai,Comedy Drama Romance,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,Chicken Tikka Masala
Rita Merson,Comedy Music Romance,Ryan Guzman,James Wolk,Jason Ritter,Always Woodstock
Jon Knautz,Action Comedy Horror,Rachel Skarsten,Daniel Kash,Stefanie Drummond,Jack Brooks: Monster Slayer
William Wyler,Drama Romance War,Myrna Loy,Teresa Wright,Dana Andrews,The Best Years of Our Lives
Larry Clark,Biography Crime Drama,Kelli Garner,Nick Stahl,Brad Renfro,Bully
Petter Næss,Comedy Drama,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,Elling
Robert Fontaine,Crime Drama,Michael Derek,Arturo Castro,Brad Lee Wind,Mi America
Jaume Balagueró,Horror,Manuela Velasco,Pablo Rosso,Carlos Lasarte,[Rec]
Patricia Cardoso,Drama,Rosie Perez,Martha Higareda,Cheyenne Haynes,Lies in Plain Sight
Dan Perri,Comedy Drama Mystery Romance Thriller,Travis Myers,David Proval,Carmen Argenziano,Sharkskin
Neil Mcenery-West,Horror Sci-Fi Thriller,Walter Hendrix III,Michael Chapman,Louise Brealey,Containment
Anthony O'Brien,Adventure Drama Western,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,The Timber
Terence Young,Action Adventure Thriller,Robert Shaw,Daniela Bianchi,Lois Maxwell,From Russia with Love
Michael Herz,Action Comedy Horror Sci-Fi,Phoebe Legere,Jessica Dublin,Lisa Gaye,The Toxic Avenger Part II
Not Available,Crime Drama Mystery,Carroll O'Connor,Alan Autry,Crystal R. Fox,In the Heat of the Night
Woody Allen,Comedy Sci-Fi,Woody Allen,John Beck,Mews Small,Sleeper
David Robert Mitchell,Horror Mystery,Maika Monroe,Ruby Harris,Jake Weary,It Follows
Woody Allen,Comedy,Woody Allen,John Carradine,Lynn Redgrave,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask
Robert Mulligan,Crime Drama,Robert Duvall,Brock Peters,William Windom,To Kill a Mockingbird
George Miller,Action Adventure Sci-Fi Thriller,Vernon Wells,Bruce Spence,Kjell Nilsson,Mad Max 2: The Road Warrior
Chia-Liang Liu,Action Comedy,Andy Lau,Anita Mui,Ho-Sung Pak,The Legend of Drunken Master
Stanley Kubrick,Crime Drama Romance,James Mason,Shelley Winters,Lois Maxwell,Lolita
Kimberly Peirce,Biography Crime Drama Romance,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,Boys Don't Cry
Chris Kentis,Drama Horror Mystery Thriller,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,Silent House
